publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name
International Review of Pragmatics	1877-3095	1877-3109	2009	1	1	2009	1	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2332323637313138353736				fulltext		
International Review of Social History	0020-8590	1469-512X	1956	1	1	1997	42	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2331333531323630343435				fulltext		
International Review of the Red Cross	0020-8604		1961	1	1	1998	38	325	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2331353930393039343037				fulltext		
Inverse Problems	0266-5611		1985	1	1	1998	14	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=31303730303330323630%2333313037383938393235				fulltext		
Iran and the Caucasus	1609-8498	1573-384X	1997	1	1	1998	2	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331303932373932323337				fulltext		
Iran and the Caucasus	1609-8498	1573-384X	2001	5	1	2009	13	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331303932373932323337				fulltext		
Irish Economic and Social History	03324893		1974	1	Jan 1, 1974	2000	27	Jan 1, 2000	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1816926				fulltext		
Islamic Law and Society	0928-9380	1568-5195	1994	1	1	1994	1	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2333393732313734393134				fulltext		
Islamic Law and Society	0928-9380	1568-5195	2000	7	1	2009	16	3-4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2333393732313734393134				fulltext		
Islamic Quarterly	00211842		1956	3	1	1956	3	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1818767				fulltext		
Islamic Quarterly	00211842		1959	5	1	1959	5	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1818767				fulltext		
Islamic Quarterly	00211842		1961	6	1	1961	6	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1818767				fulltext		
Islamic Quarterly	00211842		1963	7	1	1965	9	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1818767				fulltext		
Islamic Quarterly	00211842		1967	11	1	1975	19	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1818767				fulltext		
Islamic Quarterly	00211842		1978	20	1	1978	20	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1818767				fulltext		
Islamic Quarterly	00211842		1980	24	1	1991	35	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1818767				fulltext		
Islamic Quarterly	00211842		1993	37	1	2000	44	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1818767				fulltext		
ITNOW	1746-5702	1746-5710	1995	37	5	1995	37	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%23373933303130383233				fulltext		
Jamaican Historical Review	10106367		1945	1	1	1946	1	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817015				fulltext		
Jamaican Historical Review	10106367		1948	1	3	1949	2	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817015				fulltext		
Jamaican Historical Review	10106367		1952	2	2	1953	2	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817015				fulltext		
Jamaican Historical Review	10106367		1957	3	1	1957	3	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817015				fulltext		
Jamaican Historical Review	10106367		1959	3	2	1959	3	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817015				fulltext		
Jamaican Historical Review	10106367		1962	3	3	1962	3	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817015				fulltext		
Jamaican Historical Review	10106367		1964	4	Jan 1, 1964	1967	7	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817015				fulltext		
Jamaican Historical Review	10106367		1971	8	Jan 1, 1971	1973	10	Jan 1, 1973	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817015				fulltext		
Jamaican Historical Review	10106367		1978	11	Jan 1, 1978	1978	11	Jan 1, 1978	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817015				fulltext		
Jamaican Historical Review	10106367		1980	12	Jan 1, 1980	1980	12	Jan 1, 1980	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817015				fulltext		
Jamaican Historical Review	10106367		1982	13	Jan 1, 1982	1982	13	Jan 1, 1982	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817015				fulltext		
Jamaican Historical Review	10106367		1984	14	Jan 1, 1984	1984	14	Jan 1, 1984	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817015				fulltext		
Jamaican Historical Review	10106367		1986	15	Jan 1, 1986	1986	15	Jan 1, 1986	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817015				fulltext		
Jamaican Historical Review	10106367		1988	16	Jan 1, 1988	1988	16	Jan 1, 1988	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817015				fulltext		
Jamaican Historical Review	10106367		1991	17	Jan 1, 1991	1991	17	Jan 1, 1991	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817015				fulltext		
Jamaican Historical Review	10106367		1993	18	Jan 1, 1993	1993	18	Jan 1, 1993	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817015				fulltext		
Jamaican Historical Review	10106367		1996	19	Jan 1, 1996	1996	19	Jan 1, 1996	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817015				fulltext		
Jamaican Historical Review	10106367		1998	20	Jan 1, 1998	1998	20	Jan 1, 1998	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817015				fulltext		
Jamaican Historical Review	10106367		2001	21	Jan 1, 2001	2001	21	Jan 1, 2001	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817015				fulltext		
Japan Quarterly	0021-4590		1954	1	1	1995	42	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2331393238373036323331				fulltext		
Japanese Journal of Clinical Oncology	-	1465-3621	1971	1	1	1995	25	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333303538323630313130				fulltext		
Jewish Social Studies	0021-6704		1939	1	1	1968	30	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2331313039313639393335				fulltext		
Jewish Social Studies	0021-6704		1970	32	1	1972	34	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2331313039313639393335				fulltext		
Jewish Social Studies	0021-6704		1974	36	1	1988	50	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2331313039313639393335				fulltext		
JNCI Cancer Spectrum	0027-8874	1460-2105	1988	80	1	1995	87	24	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2332363330303235333831				fulltext		
JNCI Journal of the National Cancer Institute	0027-8874	1460-2105	1990	82	12	1990	82	12	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%233437393839353637				fulltext		
Journal and Proceedings of the Institute of Chemistry of Great Britain and Ireland	0368-3958		1920	44		1943	67		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%2332363236353031313432				fulltext		
Journal and Proceedings of the Royal Institute of Chemistry	0368-3958		1949	73		1949	73		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%23323538373531323336				fulltext		
Journal and Proceedings of the Royal Institute of Chemistry of Great Britain and Ireland	0368-3958		1944	68		1948	72		https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%23383938383134343632				fulltext		
Journal du Conseil	1054-3139	1095-9289	1934	9	2	1934	9	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333313031303834383636				fulltext		
Journal for European Environmental & Planning Law	1613-7272	1876-0104	2004	1	1	2009	6	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2332393732303833313930				fulltext		
Journal for the Study of Judaism	0047-2212	1570-0631	1970	1	1	2009	40	4-5	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331313834373230313538				fulltext		
Journal for the Study of Religion	10117601		1981	2	1	1983	4	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817016				fulltext		
Journal for the Study of Religion	10117601		1985	6	2	1986	7	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817016				fulltext		
Journal for the Study of Religion	10117601		1988	1	1	1993	6	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817016				fulltext		
Journal for the Study of Religion	10117601		1995	8	1	2000	13	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=1817016				fulltext		
Journal for the Study of the Historical Jesus	1476-8690	1745-5197	2003	1	1	2009	7	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2334323830353136303530				fulltext		
Journal of Adhesion Science and Technology	0169-4243	1568-5616	1987	1	1	2009	23	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2333373339373336333638				fulltext		
Journal of African Economies	0963-8024	1464-3723	1992	1	1	1995	4	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2331353630323434343733				fulltext		
Journal of African Law	0021-8553	1464-3731	1957	1	1	2000	44	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2332383837323939333738				fulltext		
Journal of American Studies	0021-8758	1469-5154	1967	1	1	1996	30	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2331353738343939323539				fulltext		
Journal of American-East Asian Relations	1058-3947	1876-5610	2000	9	1-2	2003	12	3-4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2332303236303231373636				fulltext		
Journal of American-East Asian Relations	1058-3947	1876-5610	2006	13	1-4	2009	16	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2332303236303231373636				fulltext		
Journal of Analytical Atomic Spectrometry	0267-9477	1364-5544	1986	1		2007	22	12	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%2332383431343232363235				fulltext		
Journal of Ancient Near Eastern Religions	1569-2116	1569-2124	2001	1	1	2009	9	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331343636383932393234				fulltext		
Journal of Anglican Studies	1740-3553	1745-5278	2003	1	1	2007	5	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2333373733323938363933				fulltext		
Journal of Antimicrobial Chemotherapy	0021-924X	-	1975	1	1	1995	36	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2332383536343137383338				fulltext		
Journal of Arabic Literature	0085-2376	1570-064X	1970	1	1	2009	40	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331353037353233333533				fulltext		
Journal of Bamboo and Rattan	1569-1586	1569-1594	2001	1	1	2005	4	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331363338363838373832				fulltext		
Journal of Biochemistry	0021-924X	-	1922	1	1	1942	35	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%23363234343737323330				fulltext		
Journal of Biochemistry	0021-924X	-	1944	36	1	1944	36	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%23363234343737323330				fulltext		
Journal of Biochemistry	0021-924X	-	1950	37	1	1995	118	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%23363234343737323330				fulltext		
Journal of Biomaterials Science, Polymer Edition	0920-5063	1568-5624	1989	1	1	1989	1	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331303135353234373034				fulltext		
Journal of Biomaterials Science, Polymer Edition	0920-5063	1568-5624	1991	2	1	2008	19	11	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331303135353234373034				fulltext		
Journal of Biosocial Science	0021-9320	1469-7599	1969	1	1	1996	28	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%23333434373830313835				fulltext		
Journal of Child Language	0305-0009	1469-7602	1974	1	1	1996	23	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%2331363435313834333033				fulltext		
Journal of Chinese Overseas	1793-0391	1793-2548	2005	1	1	2009	5	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%23333431393539333538				fulltext		
Journal of Church and State	0021-969X	2040-4867	1959	1	1	1995	37	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2332353835363438323435				fulltext		
Journal of Cognition and Culture	1567-7095	1568-5373	2001	1	1	2009	9	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2333373631313534353937				fulltext		
Journal of Consumer Affairs	0022-0078		1967	1	1	2000	34	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2331333532393638313332				fulltext		
Journal of Dairy Research	0022-0299	1469-7629	1929	1	1	1996	63	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%23373637303235363337				fulltext		
Journal of Design History	0952-4649	1741-7279	1988	1	1	1995	8	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333393939353134303239				fulltext		
Journal of Early Modern History	1385-3783	1570-0658	1997	1	1	2009	13	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%23373430313037323138				fulltext		
Journal of East Asian Archaeology	1387-6813	1568-5233	2000	2	1-2	2003	5	1-4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2335383032323838				fulltext		
Journal of Economic History	0022-0507	1471-6372	1983	43	3	1983	43	3	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%23353338373833343236				fulltext		
Journal of Economic History	0022-0507	1471-6372	2000	60	2	2000	60	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33313632333733323236%23353338373833343236				fulltext		
Journal of Educational Research	0022-0671		1920	1	1	1995	88	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=393239333234383430%2331313133313732393137				fulltext		
Journal of Egyptian History	1874-1657	1874-1665	2008	1	1	2009	2	1-2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331343239393332393934				fulltext		
Journal of Electromagnetic Waves	0920-5071	1569-3937	2003	17	1	2003	17	5	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2333383933383531373335				fulltext		
Journal of Electromagnetic Waves and Applications	0920-5071	1569-3937	1988	2	3	2008	22	8	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%2331373630323938373336				fulltext		
Journal of Electron Microscopy	0022-0744	1477-9986	1953	1	1	1995	44	6	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333373938313839353536				fulltext		
Journal of Empirical Theology	0922-2936	1570-9256	1889	2	1	1889	2	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%23323337393632303930				fulltext		
Journal of Empirical Theology	0922-2936	1570-9256	1988	1	1	1988	1	1	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%23323337393632303930				fulltext		
Journal of Empirical Theology	0922-2936	1570-9256	1990	3	1	2009	22	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=34303136393236303336%23323337393632303930				fulltext		
Journal of Environmental Law	0952-8873	1464-374X	1989	1	1	1995	7	2	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32383434363238333739%2333323737373235363934				fulltext		
Journal of Environmental Monitoring	1464-0325	1464-0333	1999	1	1	2007	9	12	https://journalarchives.jisc.ac.uk/results?tab=title&jid=33323033353736393031%2333333533363735383533				fulltext		
Journal of Environmental Planning and Management	0964-0568	1360-0559	1992	35	1	1996	39	4	https://journalarchives.jisc.ac.uk/results?tab=title&jid=32353432333534303536%2333353339373032333035				fulltext		
