publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name
The Journals of Gerontology Series A: Biological Sciences and Medical Sciences	1079-5006		1995	50A	1	1995	50A	6	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/gerona.html				fulltext			
The Journals of Gerontology Series B: Psychological Sciences and Social Sciences	1079-5014	1758-5368	1995	50B	1	1995	50B	6	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/geronb.html				fulltext			
The Knowledge Engineering Review	0269-8889	1469-8005	1984	1	1	1984	1	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/KER.html				fulltext			
The Knowledge Engineering Review	0269-8889	1469-8005	1987	2	1	1996	11	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/KER.html				fulltext			
The Legal History Review	0040-7585	1571-8190	1918	1	1	1918	1	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00407585.html				fulltext			
The Legal History Review	0040-7585	1571-8190	1920	1	2	1944	25	2	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00407585.html				fulltext			
The Legal History Review	0040-7585	1571-8190	1958	26	1	1958	30	4	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00407585.html				fulltext			
The Legal History Review	0040-7585	1571-8190	1965	33	1	2008	76	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00407585.html				fulltext			
The Leo Baeck Institute Yearbook	0075-8744		1956	1	1	1995	40	1	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/lbaeck.html				fulltext			
The Lichenologist	0024-2829	1096-1135	1958	1	1	2003	35	5-6	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/LIC.html				fulltext			
The Musical Quarterly	0027-4631	1741-8399	1989	73	1	1995	79	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/musqtl.html				fulltext			
The Opera Quarterly	0736-0053	1476-2870	1983	1	1	1995	11	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/operaq.html				fulltext			
The Oral History Review	0094-0798	1533-8592	1973	1	1	1993	21	2	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/ohr.html				fulltext			
The Oral History Review	0094-0798	1533-8592	1995	22	1	1995	22	2	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/ohr.html				fulltext			
The Quarterly Journal of Mathematics	0033-5606	1464-3847	1950	1	1	1995	46	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/qmathj.html				fulltext			
The Quarterly Journal of Mechanics and Applied Mathematics	0033-5614	1464-3855	1948	1	1	1995	48	4	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/qjmamj.html				fulltext			
The Review of English Studies	0034-6551	1471-6968	1925	os-I	1	1937	os-XIII	52	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/revesj.html				fulltext			
The Review of English Studies	0034-6551	1471-6968	1939	os-XV	57	1946	os-XXII	88	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/revesj.html				fulltext			
The Review of English Studies	0034-6551	1471-6968	1948	os-XXIV	93	1948	os-XXIV	96	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/revesj.html				fulltext			
The Review of English Studies	0034-6551	1471-6968	1950	I	1	1995	XLVI	184	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/revesj.html				fulltext			
The Review of Politics	0034-6705	1748-6858	1939	1	1	2005	67	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/ROP.html				fulltext			
The World Bank Economic Review	0258-6770		1986	1	1	1995	9	3	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/wber.html				fulltext			
The World Bank Research Observer	0257-3032	1564-6971	1986	1	1	1995	10	2	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/wbro.html				fulltext			
The Year's Work in Critical and Cultural Theory	1077-4254		1991	1	1	1995	5	1	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/ywcct.html				fulltext			
The Year's Work in English Studies	0084-4144	1471-6801	1919	1	1	1919	1	1	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/ywes.html				fulltext			
The Year's Work in English Studies	0084-4144	1471-6801	1922	3	1	1922	3	1	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/ywes.html				fulltext			
The Year's Work in English Studies	0084-4144	1471-6801	1924	5	1	1924	5	1	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/ywes.html				fulltext			
The Year's Work in English Studies	0084-4144	1471-6801	1927	8	1	1927	8	1	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/ywes.html				fulltext			
The Year's Work in English Studies	0084-4144	1471-6801	1961	42	1	1961	42	1	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/ywes.html				fulltext			
The Year's Work in English Studies	0084-4144	1471-6801	1967	48	1	1976	57	1	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/ywes.html				fulltext			
The Year's Work in English Studies	0084-4144	1471-6801	1978	59	1	1995	76	1	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/ywes.html				fulltext			
Theatre Research International	0307-8833	1474-0672	1975	1	1	2000	25	3	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/TRI.html				fulltext			
Theatre Survey	0040-5574	1475-4533	1964	5	1	2000	41	2	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/TSY.html				fulltext			
Theological Studies	0040-5639		1940	1		1995	56	4	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/3258.html				fulltext			
Think	1477-1756	1755-1196	2002	1	1	2007	5	15	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/THI.html				fulltext			
Toxicological Sciences	1096-6080	1096-0929	1981	1	1	1995	28	2	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/toxsci.html				fulltext			
Transactions of the Faraday Society	0014-7672		1905	1	January	1971	67		http://www.jiscjournalarchives.ac.uk/browse/rsc/titles/TF.html				fulltext			
Transactions of the Optical Society	1475-4878		1899	1	1	1911	13	1	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/1475-4878.html				fulltext			
Transactions of the Optical Society	1475-4878		1913	14	1	1931	33	5	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/1475-4878.html				fulltext			
Transactions of the Royal Asiatic Society of Great Britain and Ireland	0950-4737		1830	2	1	1831	3	1	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/TRA.html				fulltext			
Transactions of the Royal Asiatic Society of Great Britain and Ireland	0950-4737		1833	3	2	1834	3	3	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/TRA.html				fulltext			
Transactions of the Royal Historical Society	0080-4401	1474-0648	1872	1		1874	3		http://www.jiscjournalarchives.ac.uk/browse/cup/titles/RHT.html				fulltext			
Transactions of the Royal Historical Society	0080-4401	1474-0648	1876	4		1878	7		http://www.jiscjournalarchives.ac.uk/browse/cup/titles/RHT.html				fulltext			
Transactions of the Royal Historical Society	0080-4401	1474-0648	1880	8		1882	10		http://www.jiscjournalarchives.ac.uk/browse/cup/titles/RHT.html				fulltext			
Transactions of the Royal Historical Society	0080-4401	1474-0648	1884	1	4	1886	3	3	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/RHT.html				fulltext			
Transactions of the Royal Historical Society	0080-4401	1474-0648	1889	4		1889	4		http://www.jiscjournalarchives.ac.uk/browse/cup/titles/RHT.html				fulltext			
Transactions of the Royal Historical Society	0080-4401	1474-0648	1891	5		1937	20		http://www.jiscjournalarchives.ac.uk/browse/cup/titles/RHT.html				fulltext			
Transactions of the Royal Historical Society	0080-4401	1474-0648	1939	21		1999	9		http://www.jiscjournalarchives.ac.uk/browse/cup/titles/RHT.html				fulltext			
Transport Reviews	0144-1647	1464-5327	1981	1	1	1996	16	4	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/ttrv20.html				fulltext			
Transportation Planning and Technology	0308-1060	1029-0354	1972	1	1	1996	20	1	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/gtpt20.html				fulltext			
Trusts & Trustees	1752-2110	1363-1780	1994	1	1	1995	1	10	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/tandt.html				fulltext			
Twentieth Century British History	0955-2359	1477-4674	1990	1	1	1995	6	3	http://www.jiscjournalarchives.ac.uk/browse/oup/titles/tweceb.html				fulltext			
Urban History	0963-9268	1469-8706	1974	1		1998	25	3	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/UHY.html				fulltext			
Urban Policy and Research	0811-1146	1476-7244	1982	1	1	1996	14	4	http://www.jiscjournalarchives.ac.uk/browse/tf/titles/cupr20.html				fulltext			
Utilitas	0953-8208	1741-6183	1989	1	1	2003	15	3	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/UTI.html				fulltext			
Vetus Testamentum	0042-4935	1568-5330	1951	1	1	2008	58	4	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00424935.html				fulltext			
Victorian Literature and Culture	1060-1503	1470-1553	1997	25	1	1998	26	2	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/VLC.html				fulltext			
Victorian Poetry	0042-5206		1963	1	1	1990	28	3	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/d580.html				fulltext			
Vigiliae Christianae	0042-6032	1570-0720	1947	1	1	1963	17	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00426032.html				fulltext			
Vigiliae Christianae	0042-6032	1570-0720	1965	19	1	1965	19	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00426032.html				fulltext			
Vigiliae Christianae	0042-6032	1570-0720	1967	21	1	1967	21	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00426032.html				fulltext			
Vigiliae Christianae	0042-6032	1570-0720	1969	23	1	1973	27	4	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00426032.html				fulltext			
Vigiliae Christianae	0042-6032	1570-0720	1975	28	1	2008	62	5	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00426032.html				fulltext			
Visual Neuroscience	0952-5238	1469-8714	1988	1	1	1997	14	6	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/VNS.html				fulltext			
Vivarium	0042-7543	1568-5349	1963	1	1	2008	46	2	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00427543.html				fulltext			
Waves in Random Media	0959-7174		1991	1	1	1998	8	4	http://www.jiscjournalarchives.ac.uk/browse/iop/titles/0959-7174.html				fulltext			
Western Economic Journal	0095-2583		1962	1	1	1995	33	4	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/b097.html				fulltext			
Wordsworth Circle	0043-8006		1970	1	1	1990	21	4	http://www.jiscjournalarchives.ac.uk/browse/proquest/titles/h340.html				fulltext			
World Views: Environment, Culture, Religion	1363-5247	1568-5357	1997	1	1	2008	12	1	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/13635247.html				fulltext			
World's Poultry Science Journal	0043-9339	1743-4777	1945	1	1	2003	59	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/WPS.html				fulltext			
Yearbook of International Humanitarian Law	1389-1359		1998	1		2003	6		http://www.jiscjournalarchives.ac.uk/browse/cup/titles/YHL.html				fulltext			
Zeitschrift für Religions- und Geistesgeschichte	0044-3441	1570-0739	1951	3	1	1974	26	4	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00443441.html				fulltext			
Zeitschrift für Religions- und Geistesgeschichte	0044-3441	1570-0739	1978	30	1	2000	52	2	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00443441.html				fulltext			
Zeitschrift für Religions- und Geistesgeschichte	0044-3441	1570-0739	2002	54	1	2002	54	3	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00443441.html				fulltext			
Zeitschrift für Religions- und Geistesgeschichte	0044-3441	1570-0739	2007	59	3	2008	60	4	http://www.jiscjournalarchives.ac.uk/browse/brill/titles/00443441.html				fulltext			
Zygote	0967-1994	1469-8730	1993	1	1	1997	5	4	http://www.jiscjournalarchives.ac.uk/browse/cup/titles/ZYG.html				fulltext			
